oid,id_samhsa_ftloc,id_dbhids_tad,id_ba_tad,id_samhsa_otp,id_hfp_fqhc,id_other_srcs,map_marker,name1,name2,name3,website1,website2,phone1,phone2,phone3,street1,street2,city,state_usa,zipcode,latitude,longitude,bu,nu,mu,otp,mat_avail,asm,ba,ref_notes,hh,hwm,rhl,rhs,wm,uo,fqhc,prim_care,telehealth,md,mc,oi,pa,oit,op,ta,hs,mhs,ccc,dvh,pw,ad,se,gl,sp,ah,fem,male,archival_only,why_hidden,data_review,date_update
279,,,,100160,,,samhsa_otp,"Northeast Family Health Care, LLC",Medical Director,,,,267-347-4560,,,1040 South West End Boulevard,,Quakertown,PA,18951,40.41836101,-75.34574404,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
280,,,,100162,,,samhsa_otp,"Clear Choices, LLC",,,,,724-775-7905,,,373 Cleveland Street,,Rochester,PA,15074,40.71107501,-80.28723798,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
281,,,,100163,,,samhsa_otp,Rainbow Recovery Center,,,,,724-269-5130,,,912 East State Street,,Sharon,PA,16146,41.232693,-80.49248204,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
282,,,,100164,,,samhsa_otp,PA Care LLC,State College Medical,,,,814-235-6986,,,3091 Enterprise Drive,Suite 150,State College,PA,16801,40.76431698,-77.87967602,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
283,,,,100166,,,samhsa_otp,"RHJ Medical Center, Inc./Vandergrift",,,,,724-696-9600,,,2994 River Road,,Vandergrift,PA,15690,40.62747701,-79.58547797,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
284,,,,100167,,,samhsa_otp,SOAR Corp,Recovery Center (Warminster Program),,https://www.soarcorp.org/,,215-464-4450,866-616-4450,,655 Louis Drive,,Warminster,PA,18974,40.20135601,-75.08475798,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
285,,,,100168,,,samhsa_otp,"Progressive Medical Specialist, Inc.",OTP,,,,724-873-5655,,,2453 West Pike Road,,Washington,PA,15342,40.22356001,-80.21710902,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
286,,,,100169,,,samhsa_otp,"Echo Treatment Center, LLC",Methadone Clinic,,,,724-222-6220,,,50 East Wylie Avenue,Suitees 2 and 3,Washington,PA,15301,40.18218702,-80.26353102,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
287,,,,100170,,,samhsa_otp,"Habit Opco, LLC",Habit OPCO - Watsontown,,,,570-538-1240,,,759 Susquehanna Trail,,Watsontown,PA,17777,41.06100002,-76.84353096,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
288,,,,100171,,,samhsa_otp,"Wilkes-Barre Behavioral Hospital Company, LLC.",CHOICES,,,,570-408-9320,,,Rear 307 Laird Street,,Wilkes-Barre,PA,18702,41.25668702,-75.8287233,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
289,,,,100172,,,samhsa_otp,"Western Psychiatric Institute and Clinic, Narcotic Addiction treatment Program",,,,,412-864-5300,,,225 Penn Avenue,,Wilkinsburg,PA,15221,40.44676799,-79.89179001,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
290,,,,100173,,,samhsa_otp,White Deer Run Cove Forge,,,,,800-873-2131,,,202 Cove Forge Road,,Williamsburg,PA,16693,40.48503,-78.17228096,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
291,,,,100174,,,samhsa_otp,"Williamsport Family Medical Center, LLC",,,,,570-505-1123,,,422 Park Avenue,,Williamsport,PA,17701,41.24472899,-77.009942,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
292,,,,100176,,,samhsa_otp,White Deer Run of York,,,,,717-840-2308,,,106 Davies Drive,,York,PA,17402,39.98748865,-76.65186616,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
293,,,,100177,,,samhsa_otp,Pyramid Healthcare York Pharmacotherapy Services,,,,,717-840-2300,,,104 Davies Drive,,York,PA,17402,39.98747468,-76.65185737,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
294,,,,100178,,,samhsa_otp,Bradford Regional Medical Center,,,,,814-362-8421,,,116 Interstate Parkway,,Bradford,PA,16701,41.961151,-78.65936099,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
295,,,,100179,,,samhsa_otp,ESPER TREATMENT CENTER,,,,,814-459-0817,,,844 East Columbus Avenue,,Corry,PA,16407,41.93198499,-79.61226997,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
296,,,,100182,,,samhsa_otp,"Pinnacle Treatment Centers PA-IX, LLC",Hazleton Treatment Services,,,,570-497-5173,,,534 West Broad Street,,Hazleton,PA,18201,40.95474861,-75.97640279,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
297,,,,100183,,,samhsa_otp,Clearbrook Treatment Centers,Huntington Creek Recovery Center,,,,,,,890 Bethel Hill Road,,Shickshinny,PA,18655,41.24675402,-76.23403199,,,,Yes,Yes,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
298,,100051,,,,100011,dbhids_coe,Penn Medicine,Presbyterian Medical Center,,https://www.med.upenn.edu/psychiatry/presbyterian_treatment.html,,267-809-5080,,,3910 Powelton Avenue,,Philadelphia,PA,19104,39.95851601,-75.19923701,,,,,Yes,,,,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Source removed record,,
299,,100052,,,,,dbhids_coe,Project HOME,,,https://projecthome.org/,,215-320-6187 x5756,,,1515 Fairmount Avenue,,Philadelphia,PA,19104,39.967466,-75.16294898,,,,,Yes,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,True,Source removed record,,
300,,100030,,,,100054,dbhids_else,Penn Medicine,Total Recovery (Outpatient),,https://www.med.upenn.edu/recovery/,https://www.drug-rehabs.org/rehab-center/Total-Recovery-at-Penn-Medicine_Philadelphia_PA.htm,215-662-8747,,,4040 Market Street,"2nd Floor, Suite 200 & 220",Philadelphia,PA,19104,39.95693598,-75.20344799,Yes,Yes,No,,Yes,,,,,,False,,,False,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,False,,Address & phone found via website,
301,,,,,,100055,other_mat,Penn Psychiatry,Charles O'Brien Center for Addiction Treatment,,https://www.med.upenn.edu/addiction/,,215-746-5900,,,3535 Market Street,"5th Floor, Suite 500",Philadelphia,PA,19104,39.95655402,-75.19373202,Yes,,,,Yes,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,,,
302,100135,,,,,,samhsa_else,Rehab After Work,Substance Abuse Treatment in Northeast Philadelphia,,https://rehabafterwork.pyramidhealthcarepa.com/locations/pennsylvania/northeast-philadelphia/,,610-644-6464,888-694-9996,,9815 Roosevelt Boulevard,Suite B,Philadelphia,PA,19114,40.08574999,-75.02204098,Yes,No,No,No,Yes,,,,False,,,,,,,,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,False,,"[_] Double check MAT (FT Loc says none, but Dec 2020 data confirmed at least 2 waivered buprenorphine providers at this address)",
303,,,,,,100057,other_mat,Penn Medicine,Pennsylvania Hospital,,https://www.pennmedicine.org/practices/hospital-medicine-pennsylvania-hospital,,800-789-7366,,,800 Spruce St,,Philadelphia,PA,19107,39.9456,-75.15559998,Yes,,,,Yes,,,13 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,Yes,,,,,,,,,,,,,,,,,,,,,False,,geobupe_001,
304,,,,,,100058,other_mat,Penn Medicine,Internal Medicine University City (HUP),,https://www.pennmedicine.org/practices/internal-medicine-university-city,,215-349-5200,800-789-7366,,3701 Market St,Suite 741,Philadelphia,PA,19104,39.95684999,-75.19604903,Yes,,,,Yes,,,9 listings for waivered practitioners confirmed in 2020q3/q4 (1 of 2 suites),,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,,geobupe_002[a],
305,,,,,,100060,other_mat,Penn Medicine,"Family Care, University City (Penn Presbyterian)",,https://www.pennmedicine.org/practices/family-care,,215-662-8777,800-789-7366,,3737 Market St,9th Floor,Philadelphia,PA,19104,39.95666514,-75.19733289,Yes,,,,Yes,,,8 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,Yes,,,,,,,,,,,,,,,,,,,,,False,,geobupe_003,
306,,,,,,100061,other_mat,Temple Health,TRUST Clinic (Temple Recovery Using Scientific Treatments),,https://www.templehealth.org/services/population-health/trust-clinic,,215-707-1122,,,1316 West Ontario St,,Philadelphia,PA,19140,40.00443366,-75.15063785,Yes,,,,Yes,,,Partnering with multiple local Community Health Centers (see website) | 7 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,Yes,,,,,,,,,,,,,,,,,,,,,False,,geobupe_004,
307,,,,,,100004,other_mat,Drexel Internal Medicine,& Drexel Infectious Disease,,https://towerhealth.org/locations/drexel-internal-medicine,https://towerhealth.org/locations/drexel-infectious-disease,215-762-8397,215-762-6555,,245 North 15th St,,Philadelphia,PA,19102,39.95733202,-75.16421541,Yes,,,,Yes,,,4 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,,geobupe_005,
308,,,,,,100062,other_mat,Jefferson University Hospitals,,,https://hospitals.jefferson.edu/find-a-location/locations/1020-sansom-street.html,,800-533-3669 (JEFF-NOW),,,1020 Sansom St,,Philadelphia,PA,19107,39.94922602,-75.15810299,Yes,,,,Yes,,,3 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,Yes,,,,,,,,,,,,,,,,,,,,,False,,geobupe_006,
309,,,,,,100063,other_mat,Crossroads,of East Westmoreland Street,,https://locations.crossroadstreatmentcenters.com/pa/philadelphia/PA120/,,800-805-6989,,,2317 East Westmoreland St,,Philadelphia,PA,19134,39.990576,-75.10436401,Yes,,,,Yes,,,3 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,,"geobupe_007: [_] See website for 3 other Philadelphia locations maybe to add (same phone for all = 800-805-6989): 4821 Frankford Ave, Suite E, 19124 | 2307 N Broad Street, 19132 | 1335 W. Tabor Rd, 19141",
310,,,,,,100064,other_mat,Temple Health,Comprehensive HIV Program (Main Campus),,https://www.templehealth.org/services/comprehensive-hiv,https://www.templehealth.org/locations/temple-university-hospital,215-707-2401,800-836-7536 (800-TEMPLE-MED),,3322 North Broad St,,Philadelphia,PA,19140,40.00403079,-75.15246497,Yes,,,,Yes,,,3 listings for waivered practitioners confirmed in 2020q3/q4 | See also Temple Episcopal Campus (per website),,,,,,False,,Yes,,,,,,,,,,,,,,,,,,,,,False,,geobupe_008,
311,,,,,,100065,other_mat,Temple Health,Medical Education and Research Building (MERB),Lewis Katz School of Medicine,https://medicine.temple.edu/about/administrative-offices/office-faculty-affairs,,,,,3500 North Broad St,11th Floor,Philadelphia,PA,19140,40.00631499,-75.15223901,Yes,,,,Yes,,,3 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Not a practice site,"geobupe_009: See instead: 3401 North Broad Street, 19140 (Temple)",
312,,,,,,100066,other_mat,Penn Medicine,Treatment Research Center,,https://www.pennmedicine.org/practices/treatment-research-center,,,,,3900 Chestnut St,,Philadelphia,PA,19104,39.954975,-75.200459,Yes,,,,Yes,,,3 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Not a practice site (see 3401 North Broad instead),"geobupe_010: See instead: 3400 Spruce Street, 19104 (Penn)",
313,,,,,,100067,other_mat,Murray Brand & Associates,Pinnacle Physicians Group,,https://pinnaclephysicians.com/murray-brand-associates/,https://findadoc.ariahealth.org/details/481/murray-brand-family_medicine-philadelphia,215-338-5200,,,7524 Frankford Ave,,Philadelphia,PA,19136,40.03910801,-75.03525899,Yes,,,,Yes,,,3 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,Yes,,,,,,,,,,,,,,,,,,,,,False,,geobupe_011: [_] See group website for other primary-care practices (e.g. B. Stein) that also offer buprenorphine: https://pinnaclephysicians.com/,
314,,,,,,100068,other_mat,Penn Medicine,Washington Square,,https://www.pennmedicine.org/for-patients-and-visitors/penn-medicine-locations/penn-medicine-washington-square,,800-789-7366 (PENN),,,800 Walnut St,,Philadelphia,PA,19107,39.94785901,-75.15504904,Yes,,,,Yes,,,3 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,Yes,,,,,,,,,,,,,,,,,,,,,False,,geobupe_012,
315,,,,,,100115,other_mat,geobupe_013,,,,,,,,10800 Bustleton Ave,,Philadelphia,PA,19116,40.110982,-75.02505201,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_013,
316,,,,,,100116,other_mat,geobupe_014,,,,,,,,10800 Knights Rd,,Philadelphia,PA,19114,40.07118899,-74.98307996,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_014,
317,,,,,,100117,other_mat,geobupe_015,,,,,,,,11685-C Bustleton Ave,,Philadelphia,PA,19116,40.11832999,-75.01765003,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_015,
318,,,,,,100118,other_mat,geobupe_016,,,,,,,,1324 West Ritner St,,Philadelphia,PA,19148,39.920332,-75.16931504,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_016,
319,,,,,,100119,other_mat,geobupe_017,,,,,,,,230 North Broad St,,Philadelphia,PA,19102,39.957069,-75.16351904,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_017,
320,,,,,,100120,other_mat,geobupe_018,,,,,,,,2301 South Broad St,,Philadelphia,PA,19148,39.92110699,-75.16926902,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_018,
321,,,,,,100121,other_mat,geobupe_019,,,,,,,,2558 North Front St,,Philadelphia,PA,19133,39.989188,-75.13148902,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_019,
322,,,,,,100122,other_mat,geobupe_020,,,,,,,,3 Crescent Dr,2nd Floor,Philadelphia,PA,19112,39.89595102,-75.17400496,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_020,
323,,,,,,100123,other_mat,geobupe_021,,,,,,,,301 East Erie Ave,,Philadelphia,PA,19134,40.00717798,-75.12261463,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_021,
324,,,,,,100124,other_mat,geobupe_022,,,,,,,,3240 North Hancock St,,Philadelphia,PA,19140,40.00020002,-75.13215999,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_022,
325,,,,,,100125,other_mat,geobupe_023,,,,,,,,3400 Civic Center Blvd,,Philadelphia,PA,19104,39.94754901,-75.19253601,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_023,
326,,,,,,100126,other_mat,geobupe_024,,,,,,,,6715 Old York Rd,,Philadelphia,PA,19126,40.05605898,-75.14020323,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_024,
327,,,,,,100127,other_mat,geobupe_025,,,,,,,,7042 Elmwood Ave,,Philadelphia,PA,19142,39.91629,-75.238367,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_025,
328,,,,,,100128,other_mat,geobupe_026,,,,,,,,7131 Frankford Ave,,Philadelphia,PA,19135,40.03520599,-75.04341097,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_026,
329,,,,,,100129,other_mat,geobupe_027,,,,,,,,7335 Frankford Ave,,Philadelphia,PA,19136,40.03705001,-75.03930904,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_027,
330,,,,,,100069,other_mat,Temple Health,Temple University Hospital - Jeanes Campus,,,,215-728-2273 (CARE),,,7600 Central Ave,Emergency Department,Philadelphia,PA,19111,40.07083901,-75.087926,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_028,
331,,,,,,100130,other_mat,geobupe_029,,,,,,,,7901 State Rd,,Philadelphia,PA,19136,40.03109869,-75.02198096,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_029,
332,,,,,,100131,other_mat,geobupe_030,,,,,,,,9501 Roosevelt Blvd,Suite 206,Philadelphia,PA,19114,40.080783,-75.02696199,Yes,,,,Yes,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_030,
333,,,,,,100059,other_mat,Penn Medicine,Edward S. Cooper Internal Medicine (HUP),,https://www.pennmedicine.org/practices/edward-s-cooper-internal-medicine,,215-662-2250,800-789-7366,,3701 Market St,Suite 640,Philadelphia,PA,19104,39.95684999,-75.19604903,Yes,,,,Yes,,,9 listings for waivered practitioners confirmed in 2020q3/q4 (2 of 2 suites),,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,,geobupe_002[b],
334,100105,,,,,,xx_unlikely,Providence Treatment,,,,www.providencetreatment.com,484-445-4145,,,1528 Walnut Street,Suite 1410,Philadelphia,PA,19102,39.94945698,-75.16733196,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
335,100106,,,,,,xx_unlikely,Aporia Group LLC,,,,www.aporiagroup.com,215-925-3153,,,525 South 4th Street,"2nd Floor, Suite 243",Philadelphia,PA,19147,39.94187098,-75.14885699,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
336,100107,,,,,,xx_unlikely,Resources for Human Development,Morris Home,,,www.rhd.org/morrishome,215-729-3045,,,5037 Woodland Avenue,,Philadelphia,PA,19143,39.93940599,-75.21516396,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
337,100108,,,,,,xx_unlikely,Volunteers of America Delaware Valley,Addiction Treatment Program,,,www.voadv.org,856-583-2220,856-583-2220 x2115,856-583-2220 x2117,510 Liberty Street,,Camden,NJ,08104,39.92993599,-75.11886101,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
338,100109,,,,,,xx_unlikely,Velez Professional Services,,,,www.vlezprofessionalservices.com,856-966-4515,,856-966-5414,1000 Atlantic Avenue,1st Floor,Camden,NJ,08104,39.92881998,-75.10829998,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
339,100110,,,,,,xx_unlikely,Genesis Counseling Center/Camden,,,,www.genesiscenters.org,856-964-3955 x318,856-964-3955 x324,856-858-9314 x110,1000 Atlantic Avenue,5th Floor,Camden,NJ,08104,39.92881998,-75.10829998,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
340,100111,,,,,,xx_unlikely,Northeast Treatment Centers,West,,,www.netcenters.org,215-747-6480 x4103,215-451-7100,,5501 Chestnut Street,,Philadelphia,PA,19139,39.959448,-75.23125797,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
341,100113,,,,,,xx_unlikely,Consortium Inc,Word Adolescent Program,,,www.consortium-inc.org,267-233-5407,267-233-5415,,137 South 58th Street,,Philadelphia,PA,19139,39.9586,-75.23712799,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
342,100114,,,,,,xx_unlikely,Project Transition,,,,www.projecttransition.com,215-240-7251,215-997-9959,,3901 Conshohocken Avenue,,Philadelphia,PA,19131,40.00460399,-75.20568001,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
343,100115,,,,,,xx_unlikely,Hispanic Family Center of Southern NJ,Family Counseling Clinic,,,www.hispanicfamilycenter.com,856-365-7393,,,2700 Westfield Avenue,,Camden,NJ,08105,39.94684658,-75.08695873,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
344,100116,,,,,,xx_unlikely,New Journeys in Recovery,,,,,215-634-3669,,,3396 Miller Street,,Philadelphia,PA,19134,39.98917702,-75.10019803,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
345,100117,,,,,,xx_unlikely,A and O Recovery Services Inc,,,,www.aandorecoveryservices.org,215-426-1992,,215-778-2504,3319 Kensington Avenue,,Philadelphia,PA,19134,39.99804302,-75.11021198,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
346,100118,,,,,,xx_unlikely,Work Group,,,,www.joesplaceTWG.net,856-486-1401,856-486-1401 x331,,3720 Marlton Pike,,Pennsauken,NJ,08110,39.93833499,-75.07868797,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
347,100119,,,,,,xx_unlikely,GEO Erie Outpatient,,,,www.geogroup.com,215-744-9601 x110,215-744-9601,,3768 L Street,,Philadelphia,PA,19124,40.00465622,-75.10353556,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
348,100120,,,,,,xx_unlikely,Village Wrap Inc,,,,www.villagewrap.org,856-240-1417,,856-240-1418,316 Haddon Avenue,,Collingswood,NJ,08108,39.90735099,-75.04553302,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
349,100121,,,,,,xx_unlikely,Genesis Counseling Center,Drug/Alcohol/Mental Outpatient Servs,,,www.genesiscenters.org,856-858-9314,856-858-9314 x0,,566 Haddon Avenue,,Collingswood,NJ,08108,39.91730601,-75.07276901,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
350,100122,,,,,,xx_unlikely,Adult and Teen Challenge,Philadelphia Womens Home,,,www.paatc.org,215-843-2887,844-888-8085,,329 East Wister Street,,Philadelphia,PA,19144,40.033871,-75.16185296,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
351,100123,,,,,,xx_unlikely,Project Transition,,,,www.projecttransition.com,215-997-9959,,,6201 North Front Street,Suite 106,Philadelphia,PA,19120,40.044794,-75.118888,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
352,100124,,,,,,xx_unlikely,Project Transition,,,,www.projecttransition.com,215-247-7105,215-997-9959,,5003 Umbria Street,,Philadelphia,PA,19128,40.036481,-75.23610498,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
353,100125,,,,,,xx_unlikely,Womanspace,Ardmore,,,www.rhd.org,610-649-8136,,,120 Ardmore Avenue,,Ardmore,PA,19003,40.00716999,-75.29727703,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
354,100126,,,,,,xx_unlikely,Jefferson Health,Behavioral Health Services,,,www.kennedyhealth.org,856-488-6789 x2,,,2201 Chapel Avenue West,,Cherry Hill,NJ,08002,39.927975,-75.01563703,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
355,100127,,,,,,xx_unlikely,Serenity Behavioral Health,,,,www.youthserenity.com,610-446-1861,,,145 North Eagle Road,,Havertown,PA,19083,39.97580302,-75.31855399,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
356,100128,,,,,,xx_unlikely,Healthmark Counseling,,,,,856-829-3385 x4,,,101 Route 130,"Madison Building, Suite 321",Riverton,NJ,08077,39.98716402,-75.01203198,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
357,100130,,,,,,xx_unlikely,CORA Services Inc,Clinical Services Division,,,www.coraservices.com,215-342-7660 x2785,215-342-7660 x2450,,8540 Verree Road,,Philadelphia,PA,19111,40.08156998,-75.06818997,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
358,100131,,,,,,xx_unlikely,Rehab After Work,,,,www.rehabafterwork.pyramidhealthcarepa.com,888-694-9996,,,801 Old York Road,"Suite 310, Noble Plaza",Jenkintown,PA,19046,40.10497401,-75.12415896,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
359,100132,,,,,,xx_unlikely,Journey into Wellness LLC,,,,journeyintowellnessllc.com,856-793-7614,,,309 Fellowship Road,Suite 200,Mount Laurel,NJ,08054,39.94466098,-74.95256698,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
360,100133,,,,,,xx_unlikely,Blum and Associates LLC,,,,www.johnjblum.com,856-304-2469,,,74 East 2nd Street,2nd Floor,Moorestown,NJ,08057,39.965984,-74.94479797,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
361,100134,,,,,,xx_unlikely,Providence Treatment,,,,www.providencetreatment.com,484-445-4145,866-327-5066,,280 North Providence Road,Suite 2,Media,PA,19063,39.91957011,-75.38242458,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
363,100136,,,,,,xx_unlikely,Family and Community Service of,Delaware County,,,www.fcsdc.org,610-566-7540,,,600 North Olive Street,,Media,PA,19063,39.92421616,-75.38965102,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
364,100137,,,,,,xx_unlikely,Right Direction Counseling,,,,www.rightdirectioncounselingllc.com,856-261-5882,,,1000 York Road,,Willow Grove,PA,19090,40.15427,-75.11332803,,,,,No,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,No MAT?,,
